"id","profileName","text","date","title","rating","images","helpful","Colour"
"R3INVMAW7IDQNK","Saurabh yadav","Good touch screen","Reviewed in India on 11 June 2022","Good quality",5,"",0,"Charcoal Black"
"RNDR73IJCF98U","VIKRAM SOU JAAT","Nyc pic","Reviewed in India on 16 June 2022","Nice",5,"",0,"Pitch Black"
"R2G337PGCGNZYT","Vishal Sharma","I like this product 🔥🔥","Reviewed in India on 26 April 2022","Very nice product and work i like it this product",3,"",0,"Charcoal Black"
"RZP55AE60JP2W","Sushmita mishra","Best product in this range !","Reviewed in India on 6 June 2022","An awesome product in an awesome range!!",5,"https://m.media-amazon.com/images/I/61pSeimgQBL.jpg",0,"Pitch Black"
"R2A6Z5EKL1JVF6","ManayAgrawal","Best looking smart watch . when you are traveling on vehicle some times it will track vehicle motions . but at this price range it was fabulous","Reviewed in India on 27 November 2021","Worth it",4,"",0,"Olive Green"
"R1L6MI5QOBPA8G","Vishal Agrawal","My first ever smart watch. Very smooth working. All the functionality are working properly. Used for a month but not checked for sleep tracking.I just don't like the side big button. It looks huge. Making smaller will look much better.","Reviewed in India on 3 April 2022","Worth buying",5,"",0,"Pitch Black"
"R2HEO2RR30P8PF","Arshi","Not getting any call or text alerts","Reviewed in India on 10 August 2022","Connecting issue",2,"",0,"Charcoal Black"
"RMPEARXMSOD6P","Sri Yarlagadda","If you need a best sweat resistance watch for intense workout of any type, this watch is the best","Reviewed in India on 12 May 2022","Looks so cool!!",5,"",0,"Sandy Cream"
"R3W28Y59KCSNMW","Amazon Customer","A perfect smart watch for all in budget range. Battery works for 5 days on continuous syncing on. HR, SPO2, Stress, Steps monitor are quite accurate. Call and message notifications are instant. In short, a perfect blend of all required features in a smart watch.","Reviewed in India on 7 September 2021","Perfect Budget smartwatch!!!",4,"https://m.media-amazon.com/images/I/B1+PjJP4coS.jpg",0,"Pitch Black"
"R24OS2RUKPAMR4","Firoz Anwar","Otherwise better","Reviewed in India on 4 February 2022","Pta hi nahi chalta, Mobile se automatically disconnect ho jata hai",4,"",0,"Olive Green"
"R17OYTE9FTQTPV","JATINDER","Great!","Reviewed in India on 18 June 2022","boAt Xtend Smart Watch",5,"",0,"Charcoal Black"
"R2EQDOMZP20H45","Nisha bhople","I like it totally.","Reviewed in India on 12 June 2022","Excellent",5,"",0,"Deep Blue"
"RI8ZAVXAS9ORF","leon","Had to replace as the first one didnt work, later on, in a few days the same product is showing a 1000 rs cheaper, did not expect this.","Reviewed in India on 9 March 2022","Not as expected",3,"",0,"Charcoal Black"
"R229PZU459WZPS","Aravind S","The step tracking is way ahead of the actual steps. And it is the opposite in pool swimming. I did two laps in a 25m pool and it showed the distance travelled as 25m. Then I did 8 more laps and it showed the total distance as 30m. Only 5m more? I bought it mainly for tracking my swim. But, that's money down the drain now.","Reviewed in India on 22 November 2021","The tracking is extremely inaccurate.",3,"",0,"Pitch Black"
"R1589M1H7RWKHE","Adharsh Manjunath","Great smart watch","Reviewed in India on 13 June 2022","Loved it",5,"",0,"Sandy Cream"
"R3CEH43M7UYHJZ","Ankur Das"," As price this watch need more gestures, it's not affordable price. Alexa isn't working properly. Notifications comes very late. 6 colour combinations is do bad, ₹1199 it's perfect price.Don't buy.","Reviewed in India on 20 July 2022","Reduce price",2,"https://m.media-amazon.com/images/I/81sj-cWvvfL.jpg
https://m.media-amazon.com/images/I/81uIQfnx6uL.jpg",0,"Pitch Black"
"R1POYF5YW7SWEG","Manju Suryavanshi","I am giving this product 3 star rating because of the boat wave app, the problem of the app is that it automatically disconects every 30 minutes it would be really good if you will improve the app...","Reviewed in India on 10 February 2022","The app is not that good",3,"",0,"Charcoal Black"
"R2UV8MDLYGU8O5","Sohan b thorat","Good હેલ્પ full","Reviewed in India on 2 February 2022","Good",4,"https://m.media-amazon.com/images/I/618F4VZBqqL.jpg
https://m.media-amazon.com/images/I/61KFKVv3+HL.jpg",0,"Pitch Black"
"R31A09GUMPX15L","Sahil Manzoor","The only thing that I don't like is the UI as compared to other smart watches at this price segment the UI is quite smmoth and far better than boat.","Reviewed in India on 20 November 2021","Over-all watch is quite good but I'm not satisfied with touch response and the lagging UI",4,"https://m.media-amazon.com/images/I/61F4kFwtPBL.jpg",0,"Olive Green"
"R39T10W6BMZTY7","AMIT KUMAR","Best watch in this priceQuality is best","Reviewed in India on 2 June 2022","Quality is good",5,"https://m.media-amazon.com/images/I/51KhdGvFcQL.jpg
https://m.media-amazon.com/images/I/61qbs7UbHeL.jpg",0,"Pitch Black"
"R4ZF1G5RP0LQU","ARULMURUGAN R","Steps could be wrong it not accurately, Sleep tracking is good, Touch screen is good","Reviewed in India on 27 December 2021","Good smart watch",4,"",0,"Pitch Black"
"R1Q7FBS3EYXXMP","ratanPal Singh","company ka naam sun kar liya but not a good","Reviewed in India on 6 August 2022","mujhe Achha nahi laga",2,"",0,"Pitch Black"
"R10NL4UWK9Z8VF","Dinesh chand","Very good product","Reviewed in India on 15 June 2022","Very good product",5,"",0,"Charcoal Black"
"R1YYX3NBOC4IY2","Seema Sinha ","Really good","Reviewed in India on 13 June 2022","Amazing",5,"",0,"Olive Green"
"R18IGP3GC5960T","Kushal","Liked the watch","Reviewed in India on 12 June 2022","Nice",5,"https://m.media-amazon.com/images/I/71ARMZP+m+L.jpg",0,"Deep Blue"
"R52QVZK0DR881","Amazon Customer"," I like this watch","Reviewed in India on 3 July 2022","Good quality watch",5,"",0,"Pitch Black"
"R3FJNJTFE717VC","Amazon Customer","No spO2 present","Reviewed in India on 28 April 2022","Expected metal body.",3,"",0,"Pitch Black"
"R2W7D2DK3S9QUP","Amazon Customer","Long batery life realy amazing i am very happy.","Reviewed in India on 31 May 2022","Value for my ney",5,"",0,"Pitch Black"
"R22YEPORV7XJH0","Faisal","Boat Xtend digital watch is nice look bold with big screen and nice feature but battery life is not good.This watch i buy for my son and he is facing problem in notification .1 notification shows 2 to 3 time","Reviewed in India on 20 September 2021","Facing problem in notifications. One notification show 2 to 4 Times",4,"https://m.media-amazon.com/images/I/B1JejDhEOTS.jpg
https://m.media-amazon.com/images/I/B1RH1BUfpyS.jpg
https://m.media-amazon.com/images/I/B1a8ImbGrcS.jpg",0,"Pitch Black"
"R3EBJYV9QVM8CU","ARIJIT DAS","So far so good. I am using it from last few weeks and it's working fine. Battery backup is enough for 7 to 10 days depends on usage. Alexa also works fine but alexa has very little access. Easy to connect with smartphone. Overall best product in this price range.","Reviewed in India on 15 March 2022","Best Smartwatch in this price range",5,"",0,"Sandy Cream"
"R2FRQPCD52ECJP","ujjwal kumar","If you want to but for iOS Never buy boat watch bcz… his application is totally waste in iOS devices","Reviewed in India on 20 December 2021","Good not to much but ok ok",4,"","2","Pitch Black"
"R164HRNMUTJD5L","Preety jha","Gud product","Reviewed in India on 29 January 2022","Nice products",4,"",0,"Sandy Cream"
"R1QEOUXU2QB14C","Akshay Parmar","Talking about sleep tracking, touch screen or accuracy everything seems very good","Reviewed in India on 24 May 2022","A must buy product",5,"",0,"Pitch Black"
"RN85QKC3XLJLS","Dipa","Easy to use... understandable functionality","Reviewed in India on 23 January 2022","The product is awesome.. highly recommend",4,"https://m.media-amazon.com/images/I/61oRvGPEGhL.jpg
https://m.media-amazon.com/images/I/71N7wPoBfsL.jpg",0,"Olive Green"
"R2MRI4SBOW6ASM","Siddharth","If this product is sold for the same amount in future too, I would recommend it.The display, look and feel, build quality are amazing. Sensors work accurately almost all the time.Only pointer I have is the battery life. They advertise 8-10 days of battery life, even the reviews on youtube said that even though it's not that much, it is 5-6 days when being actively used, which is not bad either.But the unit I received gets drained of its charge in 2 days. It goes from 100% to 99% the second I disconnect it from charging.So I'm not sure if the product itself has bade bettery life, or the unit I received is faulty.","Reviewed in India on 22 July 2021","Battery life is less than advertised, otherwise mostly good for the price",3,"https://m.media-amazon.com/images/I/81N+WtKNfDL.jpg
https://m.media-amazon.com/images/I/81Ta+dWlnAL.jpg",1,"Pitch Black"
"R1BG3F2Z8GQREJ","Prince kumar","Not good product. This is cheater company. I am angry with this product and customer behaviour. Issue with return process . Amazon is cheater company.","Reviewed in India on 8 October 2022","Product Return issue.",1,"",0,"Pitch Black"
"R14KCXDUY39JI8","Pallavi","Good product","Reviewed in India on 3 February 2022","Good product",4,"",0,"Pitch Black"
"R3NSL6ZEHU5CCY","Rama chauhan","Nice...v.nice","Reviewed in India on 17 June 2022","Beautiful watch",5,"",0,"Charcoal Black"
"RU0EYYEEXVOPC","Samay"," Pros:  1.Looks nice  2.Good features  3.Extremely waterproofCons:  1.Battery life terrible. With wake gesture on it  consumes more than 50% battery in just 24 hrs.  2.It measures the heart rate of my mask also😂.  Refer to the video which was a real time  measurement.","Reviewed in India on 30 December 2021","Nice but with a catch",3,"https://m.media-amazon.com/images/I/81dm-AfX50L.jpg",0,"Pitch Black"
"R13823SH63BDZB","Karishma ","Good but cant receive calls ...","Reviewed in India on 19 January 2022","GOOD...",4,"",0,"Sandy Cream"
"R3FA1NUWBOBOSF","Noora anvia sarwar","How can i reach to a service centre","Reviewed in India on 31 May 2022","Took this in dec n now it stopped working looking how to fix it didnt expect for such quality",5,"",0,"Pitch Black"
"R2LSOGJJ27K9Y1","Amazon Customer","Call notification and sms, whastpp reminder does not work effectively","Reviewed in India on 12 January 2022","Call notification does not work properly",4,"",0,"Olive Green"
"RKXNQFLN02QJE","Debangshu "," With this colour option (sandy cream) it looks awsome & very premium ⭐All activity tracking's including heat rate, sleep monitoring, spo2, stress measurements etc's are very accurate👍🏻""Built-in alexa"" feature of this Watch makes it more awsome 🤩Watch & the wave app both are compatible with each other👌⛔ The battery life need slight improvement ⛔","Reviewed in India on 25 August 2021","Very premium & Value for money product 🥰👌👍🏻",4,"https://m.media-amazon.com/images/I/D1+gsr2w+eS.jpg
https://m.media-amazon.com/images/I/D1CJmfEn+1S.jpg
https://m.media-amazon.com/images/I/D1smSejtjMS.jpg
https://m.media-amazon.com/images/I/E16zhCfmIiS.jpg
https://m.media-amazon.com/images/I/E1H2pRDcbmS.jpg",0,"Sandy Cream"
"RTSJTERDYLYNP","Har E Prasad"," Watch is not turning on from last 1 week .. automatically it turned off .. iamd never got on. What is the problem. What should I do please let me know . 1st it worked good but it's not getting on even I have charged for one hour","Reviewed in India on 29 March 2022","It is not turning on from last one week",5,"",0,"Charcoal Black"
"R32466M956RFEP","Souptik Chatterjee","The U.I is a bit laggy.Couple milliseconds delay in touch response.The WakeGesture is almost 2-3 seconds delayed after action.Also the software is glitching.After full charge battery drains to 25% within 9 hours of usage and then works for another 30 hours without switching off on the remaining 25% with Brightness set to minimum and mild usage all the time.Nowhere does it give 10 days battery life as advertised.","Reviewed in India on 18 October 2021","U.I laggy, Delayed response, Battery issue, Software Bugged.",3,"",0,"Olive Green"
"R1I695AKL4YTH0","Rupsa","Nice product ... I'm really happy with this product... Bettery performance is also very good...","Reviewed in India on 26 December 2021","Nice product",4,"https://m.media-amazon.com/images/I/71lAGciRoRL.jpg",0,"Charcoal Black"
"R1IKCUWU40HOQB","AYANDIP","Very bad quality 🥲💔","Reviewed in India on 13 August 2022","Very bad quality 🥲💔",2,"",0,"Pitch Black"
"R2WFW51WWFBNCV","Diwakar s badiger","Good product, worthy one because of alexa","Reviewed in India on 20 January 2022","Nice watch, Alexa adds more value to it",4,"",0,"Olive Green"
"R375I40I6QWUAP","Mahesh Topia","New purchased watch display not working when started even after full charging and not working","Reviewed in India on 25 July 2022","Watch display not working when power ON",2,"",0,"Olive Green"
"R113NZJY5K85T4","Vaishali Sethi","excellent and just Excellent","Reviewed in India on 8 June 2022","excellent and just Excellent",5,"",0,"Sandy Cream"
"R9UKCE3WD8565","Rajesh Garai","nice product in this budget range❤️","Reviewed in India on 24 January 2022","budget friendly ❤️",4,"https://m.media-amazon.com/images/I/71UM0Fe04IL.jpg",0,"Pitch Black"
"R2N8CQ3FA3QVCO","Priyanka Kadam","It was nice product very smooth touch and it has screen torch also it was very shocking for me but it was very nice overall it is nice product.","Reviewed in India on 14 November 2021","Awesome product",4,"",0,"Sandy Cream"
"R33PAN43ODI16I","karthik","On time delivery.. Product is excellent","Reviewed in India on 7 June 2022","Excellent product",5,"",0,"Deep Blue"
"R2U6X96NK5L7AI","Davies","I baught this recently. Bad experience in the begining its showing caller's name in display. But now when clls comes all the calls are showing unknown even the saved name. I send message but no replay","Reviewed in India on 21 June 2022","Bad experinece",2,"",0,"Charcoal Black"
"R2F14IJ30L4F6L","achinto","Good performance, battery 🔋 backup is good & everything is ok","Reviewed in India on 4 January 2022","Value for money 💰 smart watch",4,"",0,"Charcoal Black"
"RHWEFOQPF7AXW","Dr Arvinda","Value for money","Reviewed in India on 30 January 2022","Value for money",4,"",0,"Olive Green"
"R2EF5ONLXHA93X","GAUTAM KUMAR","Good performance","Reviewed in India on 15 June 2022","👍",5,"",0,"Sandy Cream"
"R30KMUZ6FXMS9S","Aman zaidi","I don't like","Reviewed in India on 14 August 2022","Don't like",2,"",0,"Pitch Black"
"R1ZDIDQMX6YYND","Manju singh","I got product in just 2 days and the product quanlity is so good, Everything is perfect in it.Blutooth, battery life, Touch screen and all other features are just perfect.","Reviewed in India on 19 April 2022","The Product is Wonderful",5,"",0,"Pitch Black"
"R8XH905013GTP","Shwetha","This watch is wery nice and easy to use","Reviewed in India on 29 May 2022","It dects clearly",5,"",0,"Sandy Cream"
"R90EFG0OF2B72","Ziyad","Everything is best in this watch","Reviewed in India on 3 June 2022","Everything is best in this watch",5,"",0,"Pitch Black"
"RRE3EWBEPLFH0","Vighnesh mhatre","The belt was very poor quality in 2300 price it's ok","Reviewed in India on 25 May 2022","Best smart watch in bugged",5,"",0,"Pitch Black"
"R3UF1DL5LM4RB4","sasikumar","warranty","Reviewed in India on 2 May 2022","It stopped working ..where can i avail warranty",3,"",1,"Sandy Cream"
"RR2NII7F1M19M","Gourav rohra","Superb Watch in this Price Range. If you have a Budget of approx Rs 3000. You can go with it.","Reviewed in India on 8 May 2022","Superb",5,"",0,"Pitch Black"
"R1BTYB6VNLZQI4","Manoj Kumar","Just OK","Reviewed in India on 28 April 2022","Average product",3,"",0,"Olive Green"
"R1515OZOLJVIR3","amol","Great product value for money...","Reviewed in India on 27 January 2022","Nice smart watch",4,"https://m.media-amazon.com/images/I/718gvXSgEBL.jpg
https://m.media-amazon.com/images/I/71qyhj5hQ2L.jpg
https://m.media-amazon.com/images/I/71yHoSuiTqL.jpg",0,"Pitch Black"
"R3BU5OHBNEBIT8","Rohit","Pros: Good battery life and good looks (when screen not on)Cons:1. The display is not at all colorful. It is so dull that it actually makes you dislike the watch. C'mon that's the least expectation from a 4k watch. Display is really really dull and bad.2. Doesn't connect to Google Fit. Well, it does in theory but the steps taken in watch won't ever be updated in your Google fit account. So if you've taken insurance and get discounts with steps taken (my agenda), it doesn't fullfill that agenda.3. Steps count are inaccurate and doesn't match at times. The app keeps logging out and when you log back in, it mismatches the steps4. I wore it at night to check my sleep, and I couldn't find any record in the app next morning. In fact, it is still showing only one day sleep recorded on July 8th for 3 hours. Guess I'm a sleepless zombie now..Verdict: Don't go for this clock. Many wonderful options available at this budget.","Reviewed in India on 29 August 2021","HONEST REVIEW POST USING IT FOR 2 MONTHS",2,"","69","Olive Green"
"R2DPN7TD1JE6MI","uddhav andhale","Good, awesome,","Reviewed in India on 2 February 2022","Good",4,"",0,"Pitch Black"
"RJ31W5ODDSW7L","AJ","nice product.ok features with price.not that accurate but it is fine.","Reviewed in India on 29 December 2021","Ok product for the Price point of view",4,"",0,"Pitch Black"
"R1H2GS2K66LE2K","Vikrant","Amazing product","Reviewed in India on 14 June 2022","So many features at such an affordable price",5,"",0,"Olive Green"
"R3R6FFQG08K8J3","Priya tyagi","All good","Reviewed in India on 14 June 2022","Awesome watch in this price",5,"",0,"Charcoal Black"
"R2MPI0U3CECMNP","neeraj dasaya","This watch ecxillent performance and good battery backup.alexa built-in nice and new features","Reviewed in India on 22 May 2022","Ecxillent",5,"",0,"Pitch Black"
"R3AX95UOURO85A","Janu","Sleeping accuracy","Reviewed in India on 27 January 2022","Good but improve on sleep point of view and accuracy.",4,"https://m.media-amazon.com/images/I/81o5iuiOiiL.jpg",0,"Charcoal Black"
"R27RNHFVS8KLL8","Dharmendra","Nice watch' achai h aap bhi l sakte h ❤️","Reviewed in India on 27 May 2022","Good product 🥰",5,"https://m.media-amazon.com/images/I/71a1AYdclLL.jpg
https://m.media-amazon.com/images/I/71vZ-0sLBrL.jpg",0,"Olive Green"
"R3J6L7R5JJI1BZ","Gopal kr","As the company claims full screen touch is bulls#it don't believe by picture they shows in ads. Spo, bp and step counting is not accurate I think new update will fix these issues. And bit disappointed with the build quality too. Belt quality is not that good. i used this watch only for 2 days so i don't give more information about it right now so hope issue related to activity tracker resolved soon by new update. Cheers👍🏽","Reviewed in India on 15 October 2021","Expectations vs reality",3,"",0,"Olive Green"
"R2SC4APT244NTF","Infinix Mobile","Ok","Reviewed in India on 15 June 2022","Ok",5,"",0,"Pitch Black"
"R1NAGODCBKGOWI","Amazon Customer","The watch is ok but it doesn’t track anything correctly. I have been using this product for over 2 months now and the app crashes so many times that it’s frustrating. Do not buy this get the noise one my mom has it and it works so much better then this one","Reviewed in India on 17 September 2022","The watch ok but the app is the worst one ever",1,"",1,"Sandy Cream"
"R1R31YEITVOBY1","Anjali Singh thakur","Nothing","Reviewed in India on 15 June 2022","Excellent purchase",5,"",0,"Pitch Black"
"R2BNP1R39BAR01","Aseem pareek","Very nice watch ,very accurate","Reviewed in India on 5 June 2022","Super watch",5,"",0,"Charcoal Black"
"R13VBPEGMRG44L","Lovy Rizvi","BOAT XTEND Is a good watch in features and look wise but it's lag very much","Reviewed in India on 18 December 2021","Didn't get any update Why??",4,"",0,"Olive Green"
"RW58WU1WKDJT6","Umesh ka ladka","The deserves really 5out of 5 rating thanku amazone","Reviewed in India on 28 May 2022","This wonderful product is really helpful for oo users",5,"",0,"Pitch Black"
"RWJKK9KV0JNJ7","Pranali Warkhede","It's very good.","Reviewed in India on 8 June 2022","It's very very good",5,"https://m.media-amazon.com/images/I/61tQwXELCeL.jpg",0,"Pitch Black"
"R286OKXYURU83Z","Alice Pious","It's nice .. looks good.. tell the time .But rest is ol so and so ..","Reviewed in India on 18 December 2021","There r things I wish it had but for this price it's good enough ..",4,"",0,"Sandy Cream"
"R1E7OA9PM5YWSK","Surya","Sometimes the screen starts auto changing, it gets stuck on a particular screen even if you click the home button it auto switches to another screen","Reviewed in India on 1 March 2022","Needs to update the watch hardware and software",3,"",0,"Olive Green"
"R344NMCAXG2MXH","pradyuman","Low battery backup and less accuracy, rest all are good with this price.","Reviewed in India on 28 July 2022","Low battery backup",2,"",0,"Sandy Cream"
"R6TV4K8EN8EZG","SLT","In the time I've kept this smart watch, it's been so helpful that I had a nightmare about accidentally breaking it and it was devastating. Thank god I woke up to a perfectly functional smartwatch yet again. 10/10 would recommend.","Reviewed in India on 27 March 2022","Amazing",5,"",0,"Sandy Cream"
"R3E6UTA22BQMAA","Suraj Jaiswal","Overall gud watch...","Reviewed in India on 12 June 2022","Good stuff",5,"",0,"Pitch Black"
"R1E5N47ROJR7P7","SANTHOSH D",,"Reviewed in India on 14 June 2022","Good",5,"https://m.media-amazon.com/images/I/61fu90U5izL.jpg",0,"Charcoal Black"
"R10LBB6QVWAYW9","Parth mankar",,"Reviewed in India on 7 October 2022","Best Product like it💯👍",4,"https://m.media-amazon.com/images/I/51MyIU6c63L.jpg",0,"Charcoal Black"
"RNIG66NFRPJ9P","Pooja Yadav","I ordered Boat Xtend smartwatch and it hasBuild-in Alexa and with that, you can connect the other device at your home like your TV or other Alexa devices and can command it from watch onlyIts display size is in perfect size according to both the gender andyou can adjust the brightness according to the night and day time and it’s automaticIt has multiple faces that you can download and useIt also monitors your breathing activity and gives you notifications regarding thatThis is the best part about this watch it has SPO2 monitoring and the sender works really good and it almost gives next to accurate results to medical equipment","Reviewed in India on 28 July 2021","accurate and best battery",5,"https://m.media-amazon.com/images/I/813Jr32hzHL.jpg
https://m.media-amazon.com/images/I/81RB3per9JL.jpg
https://m.media-amazon.com/images/I/81boOrou38L.jpg",0,"Olive Green"
"R1HHB9XQ5572ZT","Rk sonwar","Very bad item not scratch proof","Reviewed in India on 18 April 2022","Nice watch",3,"https://m.media-amazon.com/images/I/612qkhLng8L.jpg
https://m.media-amazon.com/images/I/61oG+JkM3HL.jpg",0,"Charcoal Black"
"R34TG3T9XZT2I2","abhinav alexander","Good & Stylished.","Reviewed in India on 29 January 2022","Nice watch.",4,"",0,"Pitch Black"
"R17KKDETV734HL","Ankush badgujar","I ordered two watches and am sending back one of them with a broken screen and no one doing any activity.","Reviewed in India on 10 October 2022","Bad product, product display damaged.",1,"https://m.media-amazon.com/images/I/61D-fZHU8BL.jpg",0,"Pitch Black"
"R2ULKTDBI4VPA5","Bk rai","waking distance mesring not correct","Reviewed in India on 9 August 2022","किलोमीटर सही नहीं बताता है, बाकी सब ठीक है",2,"",0,"Sandy Cream"
"R3MVXRAV0I07RM","Md Amiruddin","Touch screen was not working,poor battery back up,limited features.i have requested for refund however did not get any response.i want to cancel the whole order and don't like the product at all","Reviewed in India on 1 October 2022","Unhappy customer",1,"https://m.media-amazon.com/images/I/71ztHb1z74L.jpg",0,"Charcoal Black"
"R3OBBENDQD5QMX","Rameez","Overall good performance. But most of the Alexa voice function is not working. Connectivity is good,but because of its application running all the time in phone causing some disturbances.","Reviewed in India on 14 November 2021","Good product, Alexa  function is useless",4,"",0,"Deep Blue"
"R2XU1ORCKBFCCQ","Shivani"," Is watch ko me last 4 days se use kar rahi hu, accha hai watch,5 din battery jati hai.Phn me se app band kiya to Alexa bhi gayab hoti hai.Baki iska performance accha hai.Dikhane me bhi bahut cute hai, belt bhi bahot accha hai.Alexa se connection gaya hai, ye pata nahi chalata jab tak ap usko use nahi karte ho, to iska notification ana chahiye.","Reviewed in India on 21 July 2021","Nice smart watch",4,"",1,"Sandy Cream"
"R2VWLF6BM6IESA","mahshookvp","Good","Reviewed in India on 15 June 2022","Good",5,"",0,"Olive Green"
"R1W4ZGKYJC1WCV","Vaishali parab","I gifted my son this watch. It's amazing in fit in nite it has an led light which flashes so bright. It's water resistant,  rough and tough in use.Will definitely give 5 star in looks, durability, design","Reviewed in India on 29 March 2022","Amazing fit, look, stylish, durability",5,"",0,"Olive Green"
"R2FVQPSPGLBF00","Arun Jack","All sensors working fine but not accurate. Don't fall for this because this is having stress monitor. They have good number features but those features are not accurate. If you are main looking for trackers don't go for it. It will be good to wear a smartwatch if you not concerned about for its features","Reviewed in India on 25 December 2021","Not up to the mark",3,"",0,"Deep Blue"
"R3VS1VSYH3XWXC","Ashok Nagar","Product nice but bed quality bendsAnd High price","Reviewed in India on 11 January 2022","Good product but price high",4,"https://m.media-amazon.com/images/I/61NwJOcaYAL.jpg
https://m.media-amazon.com/images/I/71xZ+uelskL.jpg
https://m.media-amazon.com/images/I/817OTYsLiBL.jpg",0,"Pitch Black"
"R1FHGNEWZ2U2K7","Rajkumari",,"Reviewed in India on 9 June 2022","As expected",5,"https://m.media-amazon.com/images/I/71HJa58WEpL.jpg
https://m.media-amazon.com/images/I/71W9kDVqHqL.jpg
https://m.media-amazon.com/images/I/81v9VOHr7HL.jpg",0,"Olive Green"
"R27K35UCE75RPM","Sakshi malaviya","Not happy with the battery","Reviewed in India on 8 August 2022","Battery life is very bad 1 day",2,"",0,"Sandy Cream"
"R1M7LPRWZ4YZC0","vishu rehan"," Its very genuine watch and quality is superb","Reviewed in India on 20 June 2022","Exellent watch",5,"",0,"Charcoal Black"
"R3N1NBPH6RYO1Y","JAVED KHAN","Very nice product Just simply awesome","Reviewed in India on 16 January 2022","Excellent",4,"",1,"Sandy Cream"
"R3NS2JVMEM8B3U","Rohit Ghosh","Not purchased at a price of Rs 3500 many other options available in this price. Lagging issue you have to face with this watch ⌚","Reviewed in India on 28 February 2022","Little bit lagging issue 😕 overall good option",3,"",0,"Olive Green"
"R332YW34EN0RON","tushar jagad","Rating 5 out of 5","Reviewed in India on 3 June 2022","Awesome",5,"https://m.media-amazon.com/images/I/81W+WPjeGSL.jpg",0,"Sandy Cream"
"RLAV1VUMHEDN","KIRSHNA DHEERAJ M","Light in weight, with comfort on the wrist, options easily accessible. Built in alexa just responds only in form of text. Customisable watch face, magnetic charging is good, charge lasts long, can be switched off when not in use.Overall better than a smart band in this price range.","Reviewed in India on 14 August 2021","Comfortable smart watch",4,"",0,"Deep Blue"
"R14W8ZDTDEXKAA","Raghavendra NV","It is just impossible to rotate wrist and look at display as the display turns off and on at it's own wish.While operating the watch, the display can turn off at it's own with as it thinks you may have rested ur wrist.I didn't trust the BPM and sleep reading this is showing.The flash light is dim and it's menu is very deep.Alexa integration is just to overcharge customer.I also bought a cheap smartwatch worth 600rs along with this and that is better although it lacks rich touch screen navigation.","Reviewed in India on 27 April 2022","Very poor.",2,"",0,"Charcoal Black"
"R38XKGC7MKH9VE","Soumita","Very very very very beautiful watch 😍 really loved it 😍 must buy","Reviewed in India on 24 May 2022","Very beautiful",5,"https://m.media-amazon.com/images/I/71h-oC59W+L.jpg
https://m.media-amazon.com/images/I/812XgFDuONL.jpg",1,"Sandy Cream"
"R1L8CQ5I89C0FY","Amazon Customer","Very good product.","Reviewed in India on 7 June 2022","go for it",5,"",0,"Sandy Cream"
"R106HVOYHKAOI7","Amazon Customer","Good","Reviewed in India on 11 June 2022","Good",5,"",0,"Charcoal Black"
"R2XZQNCWA0O1PZ","Muthu Kumar S","I like that accuracy and monitoring futures in the watch. But, I am very disappointed with battery life. If we connected with the phone the battery life is about 1-2 days, if not  connected with the phone then the battery life is about 3-4 days 😐😐😐","Reviewed in India on 12 August 2021","Superb BUT.....",4,"",0,"Olive Green"
"R10FXZYB5O5IOB","S Rakesh","I like in watch big display , batter back up . But limited watch face","Reviewed in India on 24 March 2022","Best watch in price",3,"",0,"Olive Green"
"R2DP0C1I0NF3X8","Gourav bareja","Bad product","Reviewed in India on 8 June 2022","Poor",5,"",0,"Olive Green"
"R14FJZ7XN1UJH6","Nitish prasad","Good","Reviewed in India on 14 June 2022","Good",5,"",0,"Charcoal Black"
"RQ2A12NW4QJJ9","Dr.Neha","Just love my boat extend watch , amazing features and pocket friendly","Reviewed in India on 4 January 2022","Just love my boat smart watch",4,"",0,"Pitch Black"
"R1ZKXHQU0JC319","Dr. Aarshdeep kaur","It’s value for money.","Reviewed in India on 5 June 2022","My husband loved it.",5,"",0,"Pitch Black"
"R1C5J5QFHJHH6B","A_non_mous","My hot elder brother got this lovely gift for me on my bday but due to the not so spot on but a fast delivery for which the seller is an angel, Mum made me wait to open the pack for 3 days, I sit here crying on the floor waiting this day to end so that I could open the package and plant a sweet kiss on my brother's cheek","Reviewed in India on 6 January 2022","Fabulous",5,"",0,"Pitch Black"
"RERCK54KB4FYH","Danish","AMAZING PRODUCT 👏","Reviewed in India on 6 June 2022","Its Amazing",5,"",0,"Charcoal Black"
"R2R8PH1QPRZLJ2","Amazon Customer","Nice user interface, accurate measurements","Reviewed in India on 3 June 2022","Worth for price",5,"",0,"Pitch Black"
"R1DAD6JK8S817T","Srimoyee Kundu","Amazing watch ...Valu of mony and looks so cool ... I love it","Reviewed in India on 19 May 2022","Amazing",5,"",0,"Sandy Cream"
"R1SP7PS5UVNZLN","Jadav Sejal","Osm product","Reviewed in India on 8 June 2022","Osm product",5,"",0,"Pitch Black"
"R1DZHD4Y5PNBQC","Khushal S.","Software is lagging issue , but product is very good price range","Reviewed in India on 25 December 2021","Boat xtend review",4,"",0,"Pitch Black"
